add1,add2,score,mechs,rank
三氟甲磺酸钠,二甲胺氢碘酸盐,0.0,set(),938
三氟甲磺酸钠,β-环糊精,0.0,set(),939
三氟甲磺酸钠,哌嗪单盐酸盐,0.0,set(),940
8-二碘二苯并噻吩,香豆素,0.0,set(),941
8-二碘二苯并噻吩,六氟磷酸钾,0.0,set(),942
8-二碘二苯并噻吩,二苯并呋喃,0.0,set(),943
8-二碘二苯并噻吩,三氟甲磺酸钠,0.0,set(),944
2-噻吩甲胺氢碘酸盐,β-环糊精,0.0,set(),945
8-二碘二苯并噻吩,2-噻吩甲胺氢碘酸盐,0.0,set(),946
8-二碘二苯并噻吩,山梨酸钾,0.0,set(),947
5-三(2-噻吩基)苯,哌嗪单盐酸盐,0.0,set(),948
8-二碘二苯并噻吩,5-三(2-噻吩基)苯,0.0,set(),949
2-噻吩甲胺氢碘酸盐,甲基丙烯酸二甲氨基乙酯,0.0,set(),950
山梨酸钾,5-三(2-噻吩基)苯,0.0,set(),951
5-三(2-噻吩基)苯,二甲胺氢碘酸盐,0.0,set(),952
哌嗪单盐酸盐,2-b]噻吩,0.0,set(),953
山梨酸钾,2-乙酰基吡嗪,0.0,set(),954
山梨酸钾,2-b]噻吩,0.0,set(),955
山梨酸钾,甲基丙烯酸二甲氨基乙酯,0.0,set(),956
二甲胺氢碘酸盐,β-环糊精,0.0,set(),957
山梨酸钾,哌嗪单盐酸盐,0.0,set(),958
山梨酸钾,β-环糊精,0.0,set(),959
二甲胺氢碘酸盐,哌嗪单盐酸盐,0.0,set(),960
哌嗪单盐酸盐,甲基丙烯酸二甲氨基乙酯,0.0,set(),961
2-噻吩甲胺氢碘酸盐,香豆素,0.0,set(),962
苯基三甲基溴化铵,甲基丙烯酸二甲氨基乙酯,0.0,set(),963
5-三(2-噻吩基)苯,2-噻吩甲胺氢碘酸盐,0.0,set(),964
苯基三甲基溴化铵,2-b]噻吩,0.0,set(),965
苯基三甲基溴化铵,2-乙酰基吡嗪,0.0,set(),966
山梨酸钾,二甲胺氢碘酸盐,0.0,set(),967
2-噻吩甲胺氢碘酸盐,二甲胺氢碘酸盐,0.0,set(),968
山梨酸钾,香豆素,0.0,set(),969
二甲胺氢碘酸盐,甲基丙烯酸二甲氨基乙酯,0.0,set(),970
哌嗪单盐酸盐,2-乙酰基吡嗪,0.0,set(),971
山梨酸钾,2-噻吩甲胺氢碘酸盐,0.0,set(),972
二甲胺氢碘酸盐,2-b]噻吩,0.0,set(),973
二甲胺氢碘酸盐,2-乙酰基吡嗪,0.0,set(),974
5-三(2-噻吩基)苯,香豆素,0.0,set(),975
β-环糊精,哌嗪单盐酸盐,0.0,set(),976
三氟甲磺酸钠,香豆素,0.0,set(),977
2-b]噻吩,2-乙酰基吡嗪,0.0,set(),978
苯基三甲基溴化铵,六氟磷酸钾,0.0,set(),979
三氟甲磺酸钠,2-噻吩甲胺氢碘酸盐,0.0,set(),980
8-二碘二苯并噻吩,β-环糊精,0.0,set(),981
甲基丙烯酸二甲氨基乙酯,2-b]噻吩,0.0,set(),982
六氟磷酸钾,二甲胺氢碘酸盐,0.0,set(),983
苯基三甲基溴化铵,β-环糊精,0.0,set(),984
二苯并呋喃,甲基丙烯酸二甲氨基乙酯,0.0,set(),985
六氟磷酸钾,β-环糊精,0.0,set(),986
六氟磷酸钾,哌嗪单盐酸盐,0.0,set(),987
β-环糊精,甲基丙烯酸二甲氨基乙酯,0.0,set(),988
二苯并呋喃,哌嗪单盐酸盐,0.0,set(),989
二苯并呋喃,β-环糊精,0.0,set(),990
六氟磷酸钾,甲基丙烯酸二甲氨基乙酯,0.0,set(),991
香豆素,β-环糊精,0.0,set(),992
六氟磷酸钾,2-b]噻吩,0.0,set(),993
六氟磷酸钾,2-乙酰基吡嗪,0.0,set(),994
苯基三甲基溴化铵,2-噻吩甲胺氢碘酸盐,0.0,set(),995
苯基三甲基溴化铵,香豆素,0.0,set(),996
二苯并呋喃,二甲胺氢碘酸盐,0.0,set(),997
5-三(2-噻吩基)苯,2-乙酰基吡嗪,0.0,set(),998
5-三(2-噻吩基)苯,甲基丙烯酸二甲氨基乙酯,0.0,set(),999
香豆素,二甲胺氢碘酸盐,0.0,set(),1000
二苯并呋喃,香豆素,0.0,set(),1001
5-三(2-噻吩基)苯,2-b]噻吩,0.0,set(),1002
二苯并呋喃,三氟甲磺酸钠,0.0,set(),1003
二苯并呋喃,2-噻吩甲胺氢碘酸盐,0.0,set(),1004
苯基三甲基溴化铵,二甲胺氢碘酸盐,0.0,set(),1005
二苯并呋喃,山梨酸钾,0.0,set(),1006
甲基丙烯酸二甲氨基乙酯,2-乙酰基吡嗪,0.0,set(),1007
苯基三甲基溴化铵,哌嗪单盐酸盐,0.0,set(),1008
六氟磷酸钾,香豆素,0.0,set(),1009
苯基三甲基溴化铵,三氟甲磺酸钠,0.0,set(),1010
8-二碘二苯并噻吩,哌嗪单盐酸盐,0.0,set(),1011
二苯并呋喃,5-三(2-噻吩基)苯,0.0,set(),1012
β-环糊精,2-乙酰基吡嗪,0.0,set(),1013
2-噻吩甲胺氢碘酸盐,2-b]噻吩,0.0,set(),1014
三氟甲磺酸钠,5-三(2-噻吩基)苯,0.0,set(),1015
三氟甲磺酸钠,山梨酸钾,0.0,set(),1016
8-二碘二苯并噻吩,甲基丙烯酸二甲氨基乙酯,0.0,set(),1017
香豆素,2-乙酰基吡嗪,0.0,set(),1018
8-二碘二苯并噻吩,2-b]噻吩,0.0,set(),1019
8-二碘二苯并噻吩,2-乙酰基吡嗪,0.0,set(),1020
苯基三甲基溴化铵,二苯并呋喃,0.0,set(),1021
香豆素,2-b]噻吩,0.0,set(),1022
苯基三甲基溴化铵,5-三(2-噻吩基)苯,0.0,set(),1023
β-环糊精,2-b]噻吩,0.0,set(),1024
2-噻吩甲胺氢碘酸盐,2-乙酰基吡嗪,0.0,set(),1025
香豆素,甲基丙烯酸二甲氨基乙酯,0.0,set(),1026
六氟磷酸钾,二苯并呋喃,0.0,set(),1027
六氟磷酸钾,三氟甲磺酸钠,0.0,set(),1028
六氟磷酸钾,山梨酸钾,0.0,set(),1029
六氟磷酸钾,5-三(2-噻吩基)苯,0.0,set(),1030
苯基三甲基溴化铵,山梨酸钾,0.0,set(),1031
二苯并呋喃,2-乙酰基吡嗪,0.0,set(),1032
二苯并呋喃,2-b]噻吩,0.0,set(),1033
六氟磷酸钾,2-噻吩甲胺氢碘酸盐,0.0,set(),1034
香豆素,哌嗪单盐酸盐,0.0,set(),1035
